site,regime_ref,T_amb,HR,LF,P_mesuree,P_ref,delta_P,T_norm,I_ineff_ref,cluster_fcm,u_0,u_1,u_2,cluster_gmm
Site_3,0,26.34,54.45,0.8627,46.51,50.0,-0.0697,0.2113,0.1014,0,0.9608385319374774,0.031589451270308704,0.007572016792213849,0
Site_3,1,35.83,50.98,0.7319,59.59,50.0,0.1919,0.5275,0.3246,1,0.015221745398038635,0.9702452281823157,0.014533026419645628,1
Site_3,2,48.35,54.66,0.5294,66.11,50.0,0.3222,0.9449,0.5698,2,0.05486284234723345,0.19419393581561523,0.7509432218371512,2
Site_3,2,36.54,25.0,0.72,66.65,50.0,0.3329,0.5514,0.3988,1,0.04417173298908543,0.854608736064663,0.10121953094625147,1
Site_3,2,40.42,63.51,0.5542,88.67,50.0,0.7735,0.6807,0.6755,2,0.06234371221900278,0.1743298339560751,0.763326453824922,2
Site_3,1,28.98,78.63,0.7457,65.48,50.0,0.3096,0.2995,0.295,1,0.1504431343295052,0.7589570806248901,0.09059978504560474,1
Site_3,1,27.85,73.47,0.7233,64.23,50.0,0.2846,0.2618,0.275,1,0.18129145272568853,0.7224601229241652,0.09624842435014633,1
Site_3,0,23.66,46.93,0.8999,50.72,50.0,0.0143,0.1222,0.0692,0,0.981431871373759,0.014776337147892726,0.003791791478348158,0
Site_3,1,35.15,58.62,0.6376,59.16,50.0,0.1833,0.5049,0.3317,1,0.04687153717252503,0.8785210160686355,0.07460744675883957,1
Site_3,0,26.71,60.51,0.8614,51.2,50.0,0.0241,0.2235,0.1168,0,0.9229340699940803,0.06423052938587,0.012835400620049627,0
Site_3,1,32.1,75.72,0.7758,54.63,50.0,0.0926,0.4033,0.2277,1,0.22880652481434352,0.7171110162263724,0.05408245895928401,1
Site_3,1,37.98,63.58,0.7749,63.45,50.0,0.2689,0.5994,0.3758,1,0.062325327474064066,0.8526091978517545,0.08506547467418156,1
Site_3,0,22.04,53.11,0.8805,50.54,50.0,0.0108,0.0681,0.0526,0,0.9696643552868968,0.023845557434583907,0.006490087278519244,0
Site_3,0,24.43,53.5,0.8779,44.05,50.0,-0.119,0.1477,0.0761,0,0.9618037298810939,0.029795501164181733,0.008400768954724228,0
Site_3,0,20.37,65.04,0.9565,49.36,50.0,-0.0129,0.0122,0.013,0,0.9127325062142686,0.06595943387465478,0.021308059911076715,0
Site_3,1,32.76,49.54,0.7957,65.75,50.0,0.315,0.4254,0.3315,1,0.0980994713753375,0.8285296676863294,0.07337086093833307,1
Site_3,2,39.94,44.88,0.5152,83.29,50.0,0.6658,0.6647,0.6292,2,0.03208938900486617,0.10181431825301654,0.8660962927421173,2
Site_3,2,42.28,47.82,0.4701,74.05,50.0,0.4809,0.7426,0.5823,2,0.0034420051292593785,0.012578871766115881,0.9839791231046247,2
Site_3,1,33.04,52.39,0.8125,54.46,50.0,0.0892,0.4347,0.2298,1,0.27822880506353415,0.6604149811432899,0.06135621379317587,1
Site_3,0,31.94,59.56,0.9226,48.9,50.0,-0.022,0.3981,0.1548,0,0.6902566532714773,0.254105235253792,0.05563811147473062,0
Site_3,2,44.38,43.92,0.577,76.31,50.0,0.5262,0.8128,0.6059,2,0.01708963037143107,0.0665882160792681,0.9163221535493008,2
Site_3,2,39.96,37.23,0.5449,83.41,50.0,0.6681,0.6653,0.6246,2,0.03567500817508958,0.11628676149787283,0.8480382303270375,2
Site_3,2,36.0,41.53,0.523,73.3,50.0,0.4661,0.5333,0.4918,2,0.039279253151070385,0.17996782935136385,0.7807529174975659,2
Site_3,1,36.28,63.09,0.7618,68.54,50.0,0.3709,0.5427,0.4045,1,0.07346272732249233,0.7880977258816219,0.13843954679588583,1
Site_3,2,43.46,41.19,0.6497,77.06,50.0,0.5412,0.782,0.5873,2,0.04496749408505945,0.18658285536756897,0.7684496505473716,2
Site_3,0,28.66,50.5,0.9538,46.93,50.0,-0.0615,0.2886,0.1102,0,0.8579441717754256,0.11258403171266626,0.029471796511908108,0
Site_3,1,32.38,65.5,0.7683,59.88,50.0,0.1976,0.4125,0.2797,1,0.06425398850735403,0.9065596708799721,0.02918634061267394,1
Site_3,2,41.26,37.71,0.4863,72.28,50.0,0.4456,0.7087,0.5513,2,0.003982845224205073,0.016063541511424542,0.9799536132643706,2
Site_3,1,35.71,61.31,0.6903,56.89,50.0,0.1378,0.5238,0.3073,1,0.04352772636490756,0.9147687942270357,0.04170347940805671,1
Site_3,0,22.31,46.23,0.9116,49.99,50.0,-0.0003,0.0768,0.0446,0,0.9702732382271518,0.02320100188586895,0.006525759886979252,0
Site_3,1,30.74,76.32,0.6719,63.75,50.0,0.275,0.3581,0.3147,1,0.07031418144219087,0.8556435230178279,0.07404229553998116,1
Site_3,2,41.71,30.64,0.4351,80.84,50.0,0.6169,0.7238,0.6439,2,0.023308720931123576,0.07005078770082115,0.9066404913680552,2
Site_3,2,42.7,28.28,0.4344,74.91,50.0,0.4983,0.7568,0.6022,2,0.011276696017438484,0.03736118404818371,0.9513621199343777,2
Site_3,2,39.29,63.06,0.4084,80.4,50.0,0.6079,0.643,0.6169,2,0.03368144824292253,0.09870458464462799,0.8676139671124493,2
Site_3,0,24.08,56.28,0.874,52.67,50.0,0.0534,0.136,0.0968,0,0.9495170378402986,0.040957848697048896,0.009525113462652376,0
Site_3,2,44.92,33.35,0.4559,79.91,50.0,0.5982,0.8305,0.6687,2,0.02070357905937199,0.06270007818940841,0.9165963427512197,2
Site_3,1,32.49,54.63,0.7183,65.62,50.0,0.3125,0.4163,0.3427,1,0.04401190614861318,0.9039397592996141,0.05204833455177262,1
Site_3,2,39.54,46.78,0.5481,79.06,50.0,0.5811,0.6514,0.5799,2,0.019261747011956175,0.07383426173493667,0.9069039912531072,2
Site_3,0,17.5,45.09,0.9406,52.63,50.0,0.0526,0.0,0.0355,0,0.8878997526546444,0.08526853146034409,0.026831715885011532,0
Site_3,2,39.32,39.57,0.4848,63.15,50.0,0.2631,0.644,0.4468,2,0.06334317750511538,0.2931221398785659,0.6435346826163187,2
Site_3,0,21.18,44.1,1.0,47.92,50.0,-0.0415,0.0393,0.0138,0,0.8859756295649175,0.08535286168830265,0.02867150874677979,0
Site_3,0,16.5,58.16,0.9051,39.99,50.0,-0.2001,0.0,0.019,0,0.8750706905915122,0.09206715268327971,0.03286215672520795,0
Site_3,1,32.25,45.0,0.7202,57.72,50.0,0.1543,0.4085,0.2684,1,0.05647321713408843,0.9153096867194533,0.028217096146458266,1
Site_3,1,32.44,65.53,0.6199,60.91,50.0,0.2182,0.4145,0.3193,1,0.06968743875177082,0.8293879246121044,0.1009246366361248,1
Site_3,0,20.15,57.24,0.8525,49.18,50.0,-0.0163,0.0049,0.0312,0,0.9304118134652029,0.05358394185214569,0.016004244682651655,0
Site_3,0,20.95,51.67,0.8876,50.74,50.0,0.0148,0.0317,0.0402,0,0.94708615559688,0.04105370600212132,0.011860138400998643,0
Site_3,0,16.97,41.41,0.8931,46.3,50.0,-0.0741,0.0,0.0214,0,0.9356654756075585,0.04871412344010441,0.015620400952337273,0
Site_3,1,32.14,53.68,0.6628,54.15,50.0,0.0831,0.4048,0.2465,1,0.14400938332026758,0.7779038739207734,0.07808674275895904,1
Site_3,1,37.39,68.09,0.6956,53.38,50.0,0.0675,0.5796,0.2941,1,0.11522026103013958,0.7869776056517876,0.0978021333180728,1
Site_3,1,27.27,80.0,0.7495,55.25,50.0,0.105,0.2422,0.1821,1,0.46617572537314095,0.47108612118773247,0.06273815343912663,1
Site_3,1,26.0,61.74,0.6172,65.43,50.0,0.3086,0.2,0.2854,1,0.2046004965639613,0.604113986864356,0.19128551657168266,1
Site_3,2,44.02,39.28,0.4458,71.65,50.0,0.433,0.8006,0.5859,2,0.014568832999454788,0.05035420950623041,0.9350769574943147,2
Site_3,2,39.03,36.86,0.4895,61.26,50.0,0.2251,0.6344,0.4255,2,0.07830004680969589,0.36378493640425114,0.557915016786053,2
Site_3,0,26.89,52.74,0.8388,45.97,50.0,-0.0806,0.2297,0.1126,0,0.9202591819827983,0.0646948585055843,0.01504595951161747,0
Site_3,2,39.88,26.25,0.5325,89.48,50.0,0.7896,0.6627,0.6808,2,0.06525249049905558,0.17670957073389043,0.7580379387670539,2
Site_3,0,27.71,62.82,0.9268,46.3,50.0,-0.0739,0.2568,0.1045,0,0.9097518457223344,0.07179824855218232,0.018449905725483322,0
Site_3,2,41.52,54.11,0.4252,66.8,50.0,0.3359,0.7173,0.5172,2,0.03832881279695073,0.1375905161964554,0.8240806710065939,2
Site_3,0,15.0,43.01,0.7753,53.74,50.0,0.0747,0.0,0.0786,0,0.7714276682801665,0.17802891473954202,0.05054341698029148,0
Site_3,2,39.34,38.24,0.6029,80.17,50.0,0.6034,0.6447,0.5766,2,0.039487233972903525,0.15466131281218057,0.8058514532149159,2
Site_3,1,35.39,56.88,0.7027,63.58,50.0,0.2716,0.5129,0.3612,1,0.01325214673801908,0.9648567131352638,0.02189114012671719,1
Site_3,0,25.87,53.87,0.8147,47.53,50.0,-0.0493,0.1956,0.1055,0,0.9205951378315319,0.06487548989756092,0.014529372270907203,0
Site_3,0,24.17,36.08,0.8742,49.74,50.0,-0.0052,0.1389,0.0738,0,0.9952797017316074,0.003790351660015663,0.0009299466083770123,0
Site_3,0,15.81,63.21,0.8888,49.19,50.0,-0.0163,0.0,0.0222,0,0.9364972049526854,0.04855846180038446,0.014944333246930216,0
Site_3,1,42.05,58.08,0.6548,62.12,50.0,0.2424,0.7351,0.4354,1,0.07642833453507614,0.5912535615175152,0.33231810394740874,1
Site_3,0,20.2,48.89,0.819,50.63,50.0,0.0126,0.0066,0.0441,0,0.8910541950272696,0.08454187174817483,0.024403933224555533,0
Site_3,1,35.61,60.04,0.6032,50.0,50.0,0.0,0.5204,0.2615,1,0.18761092254227463,0.6439328614874815,0.16845621597024385,1
Site_3,0,20.86,45.05,0.9516,47.5,50.0,-0.0499,0.0288,0.0197,0,0.9280382326712656,0.054435880353874616,0.0175258869748598,0
Site_3,0,15.0,39.94,0.8569,55.48,50.0,0.1095,0.0,0.0779,0,0.8321872188963572,0.13033132735960679,0.03748145374403601,0
Site_3,0,23.45,55.02,0.8167,42.49,50.0,-0.1502,0.1151,0.0769,0,0.9001872093009164,0.07706993443751124,0.02274285626157235,0
Site_3,2,37.46,43.49,0.6622,81.41,50.0,0.6283,0.5819,0.5539,2,0.07722277344998889,0.29315829105488367,0.6296189354951275,2
Site_3,2,37.45,38.11,0.3886,73.7,50.0,0.4741,0.5817,0.5392,2,0.042828812637024635,0.13378833503585089,0.8233828523271245,2
Site_3,1,29.15,69.19,0.5671,57.24,50.0,0.1449,0.305,0.2585,1,0.1896786361132898,0.6356074041078604,0.17471395977884974,1
Site_3,2,41.98,41.73,0.5059,67.23,50.0,0.3445,0.7326,0.5103,2,0.025806860126964256,0.11765049949603083,0.8565426403770049,2
Site_3,1,30.04,69.0,0.7858,61.39,50.0,0.2277,0.3346,0.2624,1,0.17328332865242443,0.7685840790038816,0.05813259234369393,1
Site_3,2,42.59,42.93,0.5121,78.31,50.0,0.5661,0.7531,0.6159,2,0.0069919313572305,0.024789103883079096,0.9682189647596905,2
Site_3,0,23.3,51.09,0.8879,47.38,50.0,-0.0524,0.1102,0.061,0,0.9934442069694274,0.005146155280667639,0.0014096377499049398,0
Site_3,2,45.67,44.58,0.508,68.32,50.0,0.3664,0.8556,0.5628,2,0.027824616675490056,0.10712606958242463,0.8650493137420854,2
Site_3,0,20.82,65.13,0.9529,45.4,50.0,-0.0919,0.0273,0.019,0,0.9200858867105205,0.06001382375764579,0.019900289531833752,0
Site_3,1,38.13,63.22,0.7855,61.61,50.0,0.2322,0.6043,0.3589,1,0.07246587844185663,0.8474952203770874,0.08003890118105593,1
Site_3,2,46.67,65.0,0.6269,69.05,50.0,0.381,0.889,0.5572,2,0.05592107020981807,0.24042894247212643,0.7036499873180555,2
Site_3,0,23.07,65.01,0.9216,48.18,50.0,-0.0364,0.1024,0.0515,0,0.9778744882601701,0.01723280660432586,0.004892705135503983,0
Site_3,0,20.44,59.02,0.8793,49.89,50.0,-0.0023,0.0148,0.0293,0,0.9426229251053235,0.04424232903350343,0.013134745861173263,0
Site_3,1,39.98,65.26,0.647,62.26,50.0,0.2452,0.6661,0.4141,1,0.06328304057122772,0.6869468461299731,0.24977011329879914,1
Site_3,0,26.28,63.42,0.8617,53.08,50.0,0.0615,0.2094,0.1287,0,0.8882575053487316,0.093542649757396,0.018199844893872618,0
Site_3,1,34.72,54.39,0.6783,63.85,50.0,0.2771,0.4908,0.3608,1,0.020254349434871824,0.9422456461164948,0.037500004448633495,1
Site_3,2,40.4,48.2,0.3,82.8,50.0,0.6559,0.6801,0.6732,2,0.06611418670574974,0.1606488283495027,0.7732369849447476,2
Site_3,2,45.17,55.03,0.4594,74.46,50.0,0.4893,0.8391,0.622,2,0.01284753284851435,0.04264534358023178,0.944507123571254,2
Site_3,0,22.55,48.06,0.7767,49.07,50.0,-0.0186,0.085,0.0744,0,0.8647362900109663,0.10759697523865532,0.02766673475037835,0
Site_3,0,22.49,35.0,0.8541,47.74,50.0,-0.0451,0.083,0.0582,0,0.9792674329196114,0.01628391788257004,0.004448649197818565,0
Site_3,2,40.51,42.2,0.4038,65.29,50.0,0.3059,0.6836,0.4961,2,0.05472908293953884,0.18696884114901793,0.7583020759114432,2
Site_3,2,44.56,44.96,0.5842,75.3,50.0,0.5061,0.8188,0.5975,2,0.019179214987953597,0.07707061678626576,0.9037501682257806,2
Site_3,1,39.51,61.15,0.8087,58.43,50.0,0.1687,0.6503,0.3418,1,0.12848476600960518,0.7586614073667377,0.11285382662365707,1
Site_3,0,25.44,52.45,0.75,50.07,50.0,0.0013,0.1812,0.114,0,0.7384634095196608,0.217068187216292,0.04446840326404709,0
Site_3,1,34.08,58.95,0.7638,66.95,50.0,0.339,0.4693,0.364,1,0.0632026694488335,0.8596177138468853,0.07717961670428114,1
Site_3,2,42.69,45.35,0.566,82.6,50.0,0.6521,0.7562,0.6449,2,0.031054298236127983,0.10281590398173632,0.8661297977821357,2
Site_3,0,21.85,58.65,0.9366,49.6,50.0,-0.008,0.0616,0.0342,0,0.9496027977734603,0.03883741757843421,0.01155978464810548,0
Site_3,1,35.08,66.65,0.6769,60.38,50.0,0.2075,0.5025,0.3339,1,0.014558221812684341,0.9655708658916238,0.01987091229569186,1
Site_3,1,27.2,59.09,0.7407,59.62,50.0,0.1924,0.2399,0.2224,1,0.29957916620332004,0.6245945562103328,0.0758262775863471,1
Site_3,2,42.96,43.21,0.5957,80.67,50.0,0.6134,0.7655,0.6248,2,0.031027376725255258,0.11121900433672574,0.857753618938019,2
Site_3,1,30.27,57.95,0.8471,57.73,50.0,0.1546,0.3423,0.2199,1,0.40951342800585766,0.5286238614210974,0.061862710573044835,1
Site_3,1,35.57,75.47,0.5779,69.12,50.0,0.3824,0.5189,0.4381,2,0.06048763230018879,0.4350609723913332,0.504451395308478,1
Site_3,2,39.38,33.85,0.4037,76.45,50.0,0.529,0.6461,0.5834,2,0.026957279388609503,0.08407877894151565,0.8889639416698748,2
Site_3,1,28.74,58.58,0.6431,56.17,50.0,0.1235,0.2913,0.2289,1,0.2139523559476812,0.684109995068168,0.10193764898415078,1
Site_3,2,42.36,39.25,0.565,69.17,50.0,0.3835,0.7454,0.5205,2,0.022876305972024908,0.11896594465732976,0.8581577493706453,2
Site_3,0,30.98,51.48,0.8211,55.05,50.0,0.101,0.3661,0.2094,1,0.39869373393291513,0.5442376876889946,0.05706857837809023,1
Site_3,2,38.98,45.83,0.5936,70.57,50.0,0.4114,0.6325,0.4878,2,0.03667895441032535,0.24032508539232647,0.7229959601973481,2
Site_3,1,40.42,54.53,0.8057,55.82,50.0,0.1164,0.6808,0.3295,1,0.16085136219534302,0.7076354056673517,0.1315132321373052,1
Site_3,2,45.31,39.47,0.6371,72.83,50.0,0.4566,0.8436,0.5733,2,0.044460720201733195,0.19370512215100827,0.7618341576472585,2
Site_3,0,22.4,61.67,0.8637,54.35,50.0,0.0871,0.08,0.0945,0,0.8950405918243921,0.0839714617429849,0.02098794643262301,0
Site_3,1,34.06,57.43,0.6833,62.78,50.0,0.2556,0.4685,0.3424,1,0.012921906350019786,0.968435511239083,0.018642582410897238,1
Site_3,2,42.95,39.39,0.5393,88.56,50.0,0.7711,0.7649,0.7069,2,0.05622971942589276,0.15497727797944555,0.7887930025946617,2
Site_3,1,37.76,57.6,0.5825,70.84,50.0,0.4169,0.5919,0.4782,2,0.040392453701233615,0.26070686879525323,0.698900677503513,2
Site_3,1,27.3,59.08,0.8241,63.23,50.0,0.2646,0.2433,0.2394,1,0.36236257901621627,0.5508882718095547,0.08674914917422906,1
Site_3,2,46.85,39.51,0.5363,72.74,50.0,0.4548,0.895,0.6107,2,0.022593672504303424,0.08205832262434035,0.8953480048713562,2
Site_3,2,45.46,38.6,0.5687,66.31,50.0,0.3262,0.8488,0.5302,2,0.046420537129238555,0.20728360606752036,0.7462958568032411,2
Site_3,1,33.66,64.04,0.6827,54.79,50.0,0.0957,0.4552,0.2659,1,0.09500914836078636,0.8463400423204471,0.058650809318766574,1
Site_3,2,41.08,54.33,0.5669,65.54,50.0,0.3107,0.7026,0.4724,2,0.046749436015769454,0.2890229336167242,0.6642276303675063,2
Site_3,1,33.54,58.16,0.6803,60.46,50.0,0.2093,0.4513,0.3161,1,0.014922476296448833,0.9690619105681568,0.01601561313539432,1
Site_3,2,44.51,40.77,0.3,74.11,50.0,0.4823,0.8169,0.6429,2,0.05682340277436068,0.14670439214366726,0.796472205081972,2
Site_3,2,43.08,42.15,0.4989,65.05,50.0,0.3011,0.7692,0.5049,2,0.040726800310507544,0.1750201567132979,0.7842530429761946,2
Site_3,1,32.86,60.98,0.6341,55.92,50.0,0.1184,0.4287,0.2765,1,0.10292244191980324,0.8088086787866066,0.08826887929359022,1
Site_3,1,40.71,73.42,0.7382,56.11,50.0,0.1223,0.6903,0.349,1,0.11420231129643148,0.7450124239688684,0.1407852647347001,1
Site_3,0,28.22,67.87,0.7858,47.1,50.0,-0.058,0.2741,0.1388,0,0.7609910485362641,0.19938758879079396,0.039621362672941855,0
Site_3,2,43.3,47.48,0.3519,70.01,50.0,0.4002,0.7766,0.5815,2,0.04528308012568283,0.13171396196350874,0.8230029579108085,2
Site_3,1,33.62,69.28,0.7237,65.78,50.0,0.3155,0.454,0.3562,1,0.0347487585152438,0.9179818330650571,0.04726940841969915,1
Site_3,2,38.25,39.05,0.5209,84.84,50.0,0.6968,0.6083,0.6223,2,0.04752923017636699,0.14468875099182615,0.8077820188318069,2
Site_3,0,22.36,63.2,0.8921,55.37,50.0,0.1073,0.0787,0.0974,0,0.8748173550883293,0.09940596084743279,0.0257766840642379,0
Site_3,0,21.82,61.32,0.9137,48.86,50.0,-0.0229,0.0608,0.0385,0,0.9674873990976397,0.025154356633493226,0.007358244268866931,0
Site_3,1,33.74,57.79,0.6324,61.73,50.0,0.2346,0.4579,0.3393,1,0.045835138503124116,0.8731962803657586,0.08096858113111725,1
Site_3,1,33.19,67.94,0.8446,59.89,50.0,0.1977,0.4397,0.2739,1,0.20256795762041138,0.7297024906677437,0.06772955171184494,1
Site_3,2,45.52,36.48,0.6208,75.52,50.0,0.5104,0.8508,0.6033,2,0.0362811206578716,0.1430684784981133,0.8206504008440151,2
Site_3,2,45.48,37.05,0.6009,70.77,50.0,0.4154,0.8492,0.5639,2,0.03548862343899847,0.1562703081712606,0.808241068389741,2
Site_3,2,43.17,55.89,0.5785,71.91,50.0,0.4383,0.7722,0.5518,2,0.016940759529831578,0.08015933374041324,0.9028999067297551,2
Site_3,1,35.35,65.37,0.7353,50.99,50.0,0.0198,0.5115,0.2409,1,0.20514503153629882,0.7094483604359979,0.0854066080277032,1
Site_3,1,29.61,64.42,0.85,69.82,50.0,0.3965,0.3202,0.3205,1,0.24657308848040135,0.6114443382326594,0.1419825732869392,1
Site_3,1,31.7,70.89,0.7603,56.39,50.0,0.1278,0.3901,0.242,1,0.15159452638002002,0.803735943900241,0.04466952971973904,1
Site_3,1,35.1,64.48,0.6917,64.09,50.0,0.2819,0.5032,0.3646,1,0.01787058786658084,0.9497210734125338,0.032408338720885436,1
Site_3,0,23.9,59.17,0.7618,56.18,50.0,0.1237,0.13,0.1488,0,0.6355224820974521,0.30368934769656686,0.06078817020598112,1
Site_3,2,41.34,59.44,0.4618,76.81,50.0,0.5362,0.7114,0.5979,2,0.007413175455916877,0.025496135826526718,0.9670906887175564,2
Site_3,2,36.0,37.99,0.5796,70.33,50.0,0.4067,0.5333,0.4537,2,0.05496755902062146,0.36966101965064846,0.5753714213287301,2
Site_3,1,36.81,55.77,0.7395,60.25,50.0,0.205,0.5603,0.3404,1,0.02646602934847675,0.9441994352059688,0.029334535445554467,1
Site_3,0,24.96,48.95,0.914,41.82,50.0,-0.1636,0.1653,0.0751,0,0.9185343619738225,0.06244342579490726,0.019022212231270295,0
Site_3,2,45.21,42.75,0.4656,78.61,50.0,0.5722,0.8403,0.6584,2,0.017078669416915927,0.05335223951997633,0.9295690910631077,2
Site_3,2,40.33,48.71,0.5754,77.8,50.0,0.5559,0.6775,0.5722,2,0.0189278655413613,0.07871439093371171,0.9023577435249269,2
Site_3,2,39.87,59.72,0.6566,69.48,50.0,0.3896,0.6625,0.4758,2,0.05670974692846314,0.45490876647644546,0.4883814865950915,2
Site_3,0,26.57,57.32,1.0,47.2,50.0,-0.0559,0.2192,0.0767,0,0.866926780676044,0.1026043163118359,0.030468903012120036,0
Site_3,2,41.38,55.75,0.5627,70.84,50.0,0.4168,0.7125,0.5244,2,0.015399886996273395,0.07988740662838902,0.9047127063753376,2
Site_3,1,30.95,57.94,0.5774,59.64,50.0,0.1929,0.3649,0.299,1,0.12681364801957132,0.7028064672084962,0.17037988477193253,1
Site_3,1,34.31,59.28,0.7027,67.08,50.0,0.3417,0.477,0.3802,1,0.04381508413328481,0.8690126339673481,0.0871722818993672,1
Site_3,0,21.04,43.46,0.9573,48.75,50.0,-0.025,0.0346,0.0207,0,0.9244584901893845,0.05732984050781503,0.018211669302800493,0
Site_3,2,41.44,52.52,0.5192,65.41,50.0,0.3083,0.7147,0.485,2,0.04004628650137018,0.1991699596173349,0.7607837538812948,2
Site_3,0,24.24,58.25,0.8927,52.57,50.0,0.0514,0.1413,0.094,0,0.9522729487256892,0.03853157031748917,0.009195480956821605,0
Site_3,1,38.29,73.0,0.61,55.61,50.0,0.1122,0.6096,0.3418,1,0.1005661068983311,0.7070664910095994,0.19236740209206948,1
Site_3,2,45.08,47.85,0.4611,72.02,50.0,0.4403,0.8361,0.5986,2,0.014877020451029966,0.05131959164900143,0.9338033878999686,2
Site_3,1,27.18,51.12,0.7009,63.83,50.0,0.2766,0.2394,0.268,1,0.19809228728364944,0.6935818053710714,0.10832590734527928,1
Site_3,0,23.01,68.0,0.9048,50.5,50.0,0.01,0.1005,0.0587,0,0.9773944646516992,0.01783204712362514,0.004773488224675541,0
Site_3,1,37.69,64.63,0.55,73.52,50.0,0.4703,0.5897,0.508,2,0.026009221354960175,0.1294500304043551,0.8445407482406847,2
Site_3,0,30.66,53.35,0.8668,49.22,50.0,-0.0156,0.3553,0.151,0,0.7259773614155581,0.23120372919886995,0.04281890938557197,0
Site_3,2,42.44,31.38,0.5891,67.98,50.0,0.3596,0.7479,0.5058,2,0.03674816557239503,0.2100998101516064,0.7531520242759986,2
Site_3,2,42.98,44.26,0.6453,81.64,50.0,0.6329,0.7659,0.6238,2,0.05261284469509831,0.185354296302994,0.7620328590019079,2
Site_3,1,32.8,62.93,0.7046,61.52,50.0,0.2303,0.4267,0.3121,1,0.01225427397745048,0.9767159240619439,0.011029801960605618,1
Site_3,1,36.44,72.83,0.7566,59.64,50.0,0.1928,0.5479,0.3272,1,0.035058265385304904,0.93383128629625,0.031110448318445005,1
Site_3,1,32.17,45.0,0.7957,61.03,50.0,0.2206,0.4056,0.2821,1,0.10754323950191216,0.8474313521751636,0.04502540832292412,1
Site_3,2,37.76,50.5,0.3891,75.76,50.0,0.5152,0.5921,0.5612,2,0.039585847629414965,0.1205511492211217,0.8398630031494633,2
Site_3,0,23.85,51.55,0.7947,48.83,50.0,-0.0234,0.1282,0.0859,0,0.905226981053432,0.07651215904408964,0.01826085990247827,0
Site_3,1,32.64,60.44,0.7947,61.17,50.0,0.2234,0.4212,0.289,1,0.09173319628361987,0.8660748895496972,0.04219191416668292,1
Site_3,1,38.13,70.03,0.7683,59.62,50.0,0.1925,0.6044,0.3445,1,0.06609406244643198,0.865683476973077,0.06822246058049099,1
Site_3,1,37.19,64.42,0.6222,71.58,50.0,0.4317,0.5728,0.4703,2,0.05418216073815314,0.39137320385865226,0.5544446354031946,2
Site_3,1,26.0,56.35,0.849,65.0,50.0,0.2999,0.2,0.2352,1,0.419120288772438,0.48018774696905925,0.10069196425850269,1
Site_3,0,22.04,41.36,0.8882,46.85,50.0,-0.063,0.0681,0.0462,0,0.9765588909364565,0.018144361633455557,0.005296747430087852,0
Site_3,1,38.59,64.78,0.634,53.8,50.0,0.076,0.6197,0.3243,1,0.1165190233513087,0.7146190780407237,0.16886189860796755,1
Site_3,1,37.98,65.78,0.8158,64.47,50.0,0.2894,0.5994,0.3769,1,0.10075434775842154,0.7836044307910356,0.1156412214505428,1
Site_3,2,45.63,25.0,0.4573,72.92,50.0,0.4583,0.8545,0.6138,2,0.016528250919953757,0.05513661819268648,0.9283351308873597,2
Site_3,0,21.83,54.3,0.9473,54.73,50.0,0.0947,0.0609,0.0745,0,0.8695258885833069,0.10103454342311893,0.02943956799357405,0
Site_3,1,33.38,45.0,0.7634,55.48,50.0,0.1096,0.4459,0.2527,1,0.12786250766873014,0.8268598096762135,0.045277682655056266,1
Site_3,2,45.6,47.9,0.4535,67.36,50.0,0.3472,0.8532,0.5642,2,0.03510386532773753,0.12141651039341173,0.8434796242788508,2
Site_3,1,35.99,52.94,0.767,57.64,50.0,0.1529,0.5332,0.302,1,0.06236454321431371,0.897235954473912,0.040399502311774346,1
Site_3,1,33.27,51.22,0.7819,63.81,50.0,0.2763,0.4422,0.3227,1,0.06095837083774039,0.8951553964945342,0.043886232667725296,1
Site_3,1,31.16,61.74,0.6636,67.99,50.0,0.3598,0.372,0.3594,1,0.08728954727212648,0.7587428793705352,0.15396757335733838,1
Site_3,2,43.5,48.25,0.5318,62.8,50.0,0.2561,0.7833,0.483,2,0.059575907031404106,0.2750233738087723,0.6654007191598237,2
Site_3,2,38.62,25.0,0.6335,60.0,50.0,0.2,0.6208,0.3806,1,0.06303270215024119,0.7583446840943519,0.17862261375540683,1
Site_3,1,29.89,63.58,0.6312,58.34,50.0,0.1667,0.3298,0.2642,1,0.13852592722982265,0.7600754536216047,0.10139861914857262,1
Site_3,0,26.23,53.26,0.8127,44.05,50.0,-0.1191,0.2077,0.1101,0,0.8844459124325424,0.09223178129290563,0.023322306274551896,0
Site_3,1,36.66,65.32,0.6709,59.24,50.0,0.1847,0.5555,0.3434,1,0.03392732117677041,0.9126058618139592,0.0534668170092703,1
Site_3,2,40.73,59.36,0.5503,82.96,50.0,0.6593,0.6911,0.6285,2,0.03206393033959895,0.10605707058733471,0.8618789990730662,2
Site_3,0,27.16,43.54,0.9278,47.11,50.0,-0.0578,0.2388,0.098,0,0.928679114116171,0.056816989039063154,0.014503896844765812,0
Site_3,1,38.27,59.75,0.6341,60.44,50.0,0.2088,0.6091,0.3803,1,0.05863336640945891,0.7739662971439334,0.16740033644660762,1
Site_3,2,38.66,35.32,0.409,81.82,50.0,0.6364,0.622,0.6223,2,0.040616783016539836,0.11574520131034154,0.8436380156731185,2
Site_3,2,40.89,53.05,0.492,78.08,50.0,0.5615,0.6963,0.598,2,0.007674380623515361,0.027219455561726127,0.9651061638147586,2
